MSZoning,LotArea,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,SaleType,SaleCondition,SalePrice
RL,7200,1Story,5,1972,1972,TA,CBlock,TA,894,Y,SBrkr,894,1,2,1,6,0,2,TA,WD,Normal,123000
RL,7590,2Story,5,1962,1962,TA,CBlock,TA,864,Y,SBrkr,1812,2,4,1,8,1,1,TA,WD,Normal,169500
RM,8967,1Story,5,1920,1950,TA,BrkTil,Fa,961,Y,Mix,1077,1,2,1,6,0,1,Po,WD,Abnorml,67000
FV,8125,2Story,7,2006,2007,Gd,PConc,Gd,1092,Y,SBrkr,1550,2,2,1,7,0,2,TA,WD,Normal,241000
RL,14963,1Story,8,1996,1996,Gd,PConc,Gd,1260,Y,SBrkr,1288,1,1,1,4,2,2,TA,WD,Normal,245500
RL,8767,1Story,7,2005,2005,Gd,PConc,Gd,1310,Y,SBrkr,1310,2,3,1,6,1,2,TA,New,Partial,164990
RL,10200,1Story,5,1940,1997,TA,PConc,TA,672,Y,SBrkr,672,1,2,1,4,0,1,TA,WD,Normal,108000
RL,12090,2Story,8,1998,1998,Gd,PConc,Gd,1141,Y,SBrkr,2263,2,4,1,10,1,2,TA,WD,Abnorml,258000
RL,10364,2Story,6,1995,1996,TA,PConc,Gd,806,Y,SBrkr,1572,2,3,1,7,1,2,TA,WD,Normal,168000
RL,9991,1Story,4,1976,1993,TA,CBlock,TA,1281,Y,SBrkr,1620,2,3,1,8,1,2,TA,WD,Normal,150000
RL,10480,1.5Fin,6,1936,1950,TA,BrkTil,TA,1064,Y,FuseA,1639,1,3,1,6,0,1,TA,WD,Normal,115000
RL,15576,2Story,6,1915,1976,TA,BrkTil,Gd,840,Y,SBrkr,1680,2,4,1,8,0,1,TA,WD,Normal,177000
RL,14154,2Story,7,2006,2006,Gd,PConc,Ex,1063,Y,SBrkr,2172,2,3,1,9,1,3,TA,New,Partial,280000
FV,10800,2Story,8,2007,2008,Gd,PConc,Ex,1034,Y,SBrkr,2078,2,3,1,8,1,3,TA,New,Partial,339750
RL,9571,1Story,5,1958,1958,TA,CBlock,TA,1276,Y,FuseA,1276,1,3,1,5,0,1,TA,COD,Abnorml,60000
RL,34650,1Story,5,1955,1955,TA,CBlock,TA,1056,N,SBrkr,1056,1,3,1,5,0,2,TA,WD,Normal,145000
FV,4403,1Story,7,2009,2009,Ex,PConc,Ex,1470,Y,SBrkr,1478,2,2,1,7,1,2,TA,New,Partial,222000
RM,8960,1Story,5,1927,1950,TA,CBlock,TA,1008,Y,FuseA,1028,1,2,1,5,1,2,TA,WD,Normal,115000
RL,11228,2Story,7,1993,1993,Gd,PConc,Gd,1080,Y,SBrkr,2097,2,3,1,9,1,3,TA,WD,Normal,228000
RL,8899,1Story,7,2007,2007,Gd,PConc,Gd,1340,Y,SBrkr,1340,2,3,1,6,0,2,TA,New,Partial,181134
RL,7844,2Story,6,1978,1978,TA,CBlock,TA,672,Y,SBrkr,1400,1,3,1,6,1,2,TA,WD,Normal,149500
RL,22420,2Story,6,1918,1950,TA,BrkTil,Gd,1370,N,FuseA,2624,2,4,1,10,1,3,TA,WD,Normal,239000
RL,8160,1.5Fin,5,1940,1950,TA,BrkTil,TA,756,N,FuseF,1134,1,3,1,7,0,1,TA,WD,AdjLand,126000
RL,8450,1Story,5,1968,1968,TA,CBlock,TA,1056,Y,SBrkr,1056,1,3,1,6,1,1,TA,WD,Normal,142000
RM,7060,SFoyer,7,1997,1998,TA,PConc,Gd,1344,Y,SBrkr,1344,2,2,2,8,0,4,TA,WD,Alloca,206300
RL,16635,1Story,6,1977,2000,Gd,CBlock,Gd,1602,Y,SBrkr,1602,2,3,1,8,1,2,TA,WD,Normal,215000
RL,21750,1Story,5,1954,1954,TA,CBlock,TA,988,Y,FuseA,988,1,2,1,4,0,2,TA,WD,Normal,113000
RL,9200,2Story,8,1998,1998,Gd,PConc,Gd,1470,Y,SBrkr,2630,2,4,1,8,1,3,TA,WD,Normal,315000
RL,9000,1Story,6,1956,1956,TA,CBlock,Gd,1196,Y,FuseA,1196,1,2,1,6,1,1,TA,WD,Normal,139000
RM,3378,2Story,7,1946,1992,TA,CBlock,TA,651,Y,SBrkr,1389,1,3,1,6,2,1,TA,WD,Normal,135000
RL,12800,SLvl,7,1989,1989,Gd,PConc,Gd,1518,Y,SBrkr,1644,2,2,1,5,1,2,TA,WD,Normal,275000
RL,8593,1Story,4,1957,1957,TA,CBlock,TA,907,Y,SBrkr,907,1,3,1,5,0,1,TA,WD,Normal,109008
RL,6762,1Story,7,2007,2007,Gd,PConc,Gd,1208,Y,SBrkr,1208,2,2,1,6,0,2,TA,New,Partial,195400
RL,11457,1Story,6,1988,1988,TA,CBlock,Gd,1392,Y,SBrkr,1412,2,3,1,6,1,2,TA,WD,Normal,175000
RM,1680,2Story,6,1971,1971,TA,CBlock,TA,483,Y,SBrkr,987,1,2,1,4,0,1,TA,COD,Abnorml,85400
RM,5586,1.5Fin,6,1920,1998,TA,BrkTil,TA,901,Y,SBrkr,1198,1,4,1,7,0,0,NA,ConLD,Abnorml,79900
RM,1920,2Story,5,1971,1971,TA,CBlock,TA,765,Y,SBrkr,1365,1,2,1,6,0,2,TA,WD,Normal,122500
RL,10839,2Story,6,1997,1998,TA,PConc,Gd,926,Y,SBrkr,1604,2,3,1,7,1,2,TA,WD,Normal,181000
RM,1890,SFoyer,4,1972,1972,TA,CBlock,Gd,630,Y,SBrkr,630,1,1,1,3,0,0,NA,WD,Normal,81000
RL,10667,2Story,7,1996,1996,Gd,PConc,Gd,799,Y,SBrkr,1661,2,3,1,6,1,2,TA,ConLw,Normal,212000
RM,4400,1.5Fin,6,1920,1950,TA,BrkTil,Fa,648,Y,FuseA,1118,1,2,1,6,0,2,TA,WD,Normal,116000
RM,6000,1.5Unf,6,1926,2004,Gd,PConc,TA,884,Y,SBrkr,904,1,2,1,4,0,1,TA,WD,Normal,119000
RL,4280,1Story,5,1913,2002,TA,PConc,TA,440,N,SBrkr,694,1,2,1,4,1,1,TA,WD,Normal,90350
RL,12354,1.5Fin,6,1920,2000,TA,BrkTil,TA,684,Y,SBrkr,1196,1,3,1,7,0,2,TA,ConLI,Normal,110000
RL,15431,1Story,10,2008,2008,Ex,PConc,Ex,3094,Y,SBrkr,2402,2,2,1,10,2,3,TA,WD,Normal,555000
RL,12108,1Story,4,1955,1955,TA,CBlock,TA,1440,N,FuseF,1440,2,4,2,8,0,0,NA,WD,Normal,118000
RM,6240,1.5Fin,5,1930,1992,TA,PConc,TA,1078,Y,SBrkr,1573,2,3,1,8,1,2,TA,WD,Normal,162900
RL,3922,1Story,7,2006,2007,Gd,PConc,Ex,1258,Y,SBrkr,1258,2,2,1,6,1,3,TA,New,Partial,172500
RL,8750,2Story,7,1994,1995,Gd,PConc,Gd,915,Y,SBrkr,1908,2,4,1,8,1,2,TA,WD,Normal,210000
RL,9855,1Story,6,1956,1956,TA,CBlock,TA,1436,Y,SBrkr,1689,1,3,1,7,1,2,TA,COD,Normal,127500
RL,16492,1Story,6,1966,2002,Gd,CBlock,TA,1517,Y,SBrkr,1888,2,2,1,6,1,2,TA,WD,Normal,190000
RL,11214,2Story,7,1998,1999,Gd,PConc,Gd,930,Y,SBrkr,1886,2,4,1,10,1,2,TA,WD,Normal,199900
RM,8600,1.5Fin,6,1937,1950,TA,BrkTil,TA,780,Y,SBrkr,1376,2,3,1,7,1,1,TA,WD,Normal,119500
RM,6000,1.5Fin,3,1948,2002,TA,CBlock,TA,649,Y,SBrkr,1183,1,2,1,6,0,1,TA,WD,Normal,120000
RM,5684,1Story,6,1930,2005,TA,BrkTil,TA,813,Y,FuseA,813,1,2,1,5,0,1,Fa,WD,Normal,110000
RL,70761,1Story,7,1975,1975,TA,CBlock,Gd,1533,Y,SBrkr,1533,2,2,1,5,2,2,TA,WD,Normal,280000
RL,9303,2Story,6,1996,1997,Gd,PConc,Ex,872,Y,SBrkr,1756,2,3,1,7,0,2,TA,WD,Normal,204000
FV,9000,2Story,8,2008,2008,Gd,PConc,Gd,768,Y,SBrkr,1590,2,3,1,6,0,2,TA,WD,Normal,210000
RL,9297,1Story,5,1976,1976,TA,CBlock,TA,1728,Y,SBrkr,1728,2,4,2,8,0,2,TA,WD,Family,188000
RL,9600,1Story,7,1973,1973,TA,CBlock,TA,1242,Y,SBrkr,1242,1,3,1,6,1,2,TA,WD,Normal,175500
RM,4571,2Story,5,1916,1950,TA,BrkTil,TA,624,N,SBrkr,1344,1,4,1,7,0,3,Fa,COD,Abnorml,98000
RL,53227,1Story,4,1954,1994,TA,CBlock,Gd,1364,Y,SBrkr,1663,1,2,1,6,2,2,TA,WD,Normal,256000
RM,5100,2Story,8,1925,1996,TA,PConc,TA,588,Y,SBrkr,1666,1,3,1,7,1,1,TA,WD,Normal,161000
RL,7015,1.5Fin,5,1950,1950,TA,CBlock,TA,709,Y,SBrkr,1203,1,3,1,5,1,1,TA,WD,Normal,110000
FV,8004,2Story,8,2009,2009,Gd,PConc,Gd,832,Y,SBrkr,1935,2,3,1,8,0,2,TA,New,Partial,263435
RL,7200,2Story,7,1936,2007,Gd,PConc,Gd,560,Y,SBrkr,1135,1,3,1,6,0,2,TA,WD,Normal,155000
RL,8281,1Story,5,1965,1965,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,1,1,TA,WD,Normal,62383
RL,11988,2Story,6,1934,1995,TA,CBlock,TA,715,Y,FuseA,1660,1,3,1,6,1,1,TA,WD,Normal,188700
RL,8430,1Story,5,1978,1978,TA,CBlock,Gd,1040,Y,SBrkr,1040,2,3,1,5,0,0,NA,WD,Normal,124000
RM,3072,1Story,7,2004,2004,Gd,PConc,Gd,1375,Y,SBrkr,1414,2,2,1,6,1,2,TA,WD,Normal,178740
RL,10628,1Story,7,1970,1970,TA,CBlock,TA,1277,Y,SBrkr,1277,1,2,1,5,1,2,TA,WD,Normal,167000
RL,9480,2Story,5,1942,1995,TA,CBlock,TA,728,Y,SBrkr,1644,1,3,1,7,2,1,TA,WD,Normal,146500
RL,11428,1Story,8,2006,2006,Gd,PConc,Gd,1626,Y,SBrkr,1634,2,3,1,7,1,3,TA,WD,Normal,250000
RL,9291,2Story,6,1993,1993,Gd,PConc,Gd,832,Y,SBrkr,1710,2,3,1,7,0,2,TA,WD,Normal,187000
RL,6820,1Story,8,1985,1985,Gd,PConc,Gd,1488,Y,SBrkr,1502,1,1,1,4,0,2,TA,WD,Normal,212000
RL,11952,2Story,7,1977,1977,TA,CBlock,Gd,808,Y,SBrkr,1969,2,3,1,8,1,2,TA,WD,Normal,190000
RM,3675,SLvl,6,2005,2005,TA,PConc,Gd,547,Y,SBrkr,1072,1,2,1,5,0,2,TA,WD,Normal,148000
RL,14977,1Story,8,2006,2007,Gd,PConc,Ex,1976,Y,SBrkr,1976,2,2,1,7,1,3,TA,New,Partial,440000
RL,5330,1Story,8,2000,2000,Gd,PConc,Gd,1494,Y,SBrkr,1652,2,2,1,6,0,2,TA,WD,Normal,251000
RL,8480,1Story,5,1963,1963,TA,CBlock,TA,970,Y,SBrkr,970,1,2,1,5,0,2,TA,WD,Normal,132500
RL,13125,1Story,6,1997,1998,TA,PConc,Gd,1478,Y,SBrkr,1493,2,3,1,7,1,2,TA,WD,Normal,208900
RL,13693,2Story,9,2006,2006,Ex,PConc,Gd,2153,Y,SBrkr,2643,2,3,1,9,1,3,TA,WD,Normal,380000
RL,10637,1Story,8,2007,2008,Gd,PConc,Ex,1705,Y,SBrkr,1718,2,3,1,7,1,3,TA,WD,Normal,297000
RM,5925,1Story,4,1937,2000,TA,BrkTil,Fa,907,Y,SBrkr,1131,1,2,1,7,0,2,TA,WD,Alloca,89471
RL,16033,1Story,9,2004,2005,Gd,PConc,Ex,1833,Y,SBrkr,1850,2,3,1,8,1,3,TA,WD,Normal,326000
RL,11846,1Story,9,2003,2004,Gd,PConc,Ex,1792,Y,SBrkr,1792,2,2,1,6,1,3,TA,WD,Normal,374000
RM,2500,2Story,7,1915,2005,Gd,PConc,TA,910,Y,SBrkr,1826,1,4,1,7,1,1,Fa,WD,Normal,155000
RM,4500,1Story,6,1998,1998,TA,PConc,Ex,1216,Y,SBrkr,1216,2,2,1,5,0,2,TA,WD,Normal,164000
RL,7758,1Story,5,1962,2001,TA,CBlock,TA,999,Y,SBrkr,999,1,3,1,6,0,1,TA,WD,Normal,132500
RL,9600,1Story,5,1950,2007,Gd,CBlock,TA,1113,Y,SBrkr,1113,1,3,1,5,1,1,TA,WD,Normal,147000
RL,10289,1Story,5,1965,1965,TA,CBlock,TA,1073,Y,SBrkr,1073,1,3,1,6,0,2,TA,WD,Normal,156000
RL,12243,1Story,5,1971,1971,TA,CBlock,Gd,1484,Y,SBrkr,1484,2,3,1,7,1,2,TA,WD,Normal,175000
RL,10800,1.5Fin,5,1900,1970,TA,CBlock,TA,954,N,FuseA,2414,2,3,2,10,1,2,Fa,ConLD,Normal,160000
RM,1526,SFoyer,4,1970,2002,TA,CBlock,Gd,630,Y,SBrkr,630,1,1,1,3,0,1,TA,WD,Normal,86000
RM,2665,2Story,5,1976,1976,TA,PConc,Gd,264,Y,SBrkr,1304,1,3,1,4,1,1,TA,WD,Normal,115000
RL,9490,1.5Fin,6,1941,1950,TA,CBlock,TA,806,Y,FuseA,1578,1,3,1,5,2,1,TA,WD,Normal,133000
RL,15578,2Story,6,2006,2006,Gd,PConc,Gd,728,Y,SBrkr,1456,2,3,1,8,0,2,TA,New,Partial,172785
RL,7931,1Story,5,1960,1960,TA,CBlock,TA,1269,Y,FuseA,1269,1,3,1,6,1,1,TA,WD,Normal,155000
RM,5784,1Story,5,1938,1996,TA,BrkTil,Fa,190,Y,FuseA,886,1,2,1,4,0,1,TA,WD,Normal,91300
C (all),7879,1Story,4,1920,1950,TA,CBlock,TA,720,N,FuseA,720,1,2,1,4,0,0,NA,WD,Abnorml,34900
RL,12692,1Story,8,1992,1993,Gd,PConc,Gd,3200,Y,SBrkr,3228,3,4,1,10,1,2,TA,WD,Normal,430000
RL,9120,1.5Fin,7,1925,1950,TA,PConc,TA,1026,Y,SBrkr,1820,2,4,1,8,0,1,TA,WD,Normal,184000
RL,7800,1Story,5,1967,2004,TA,PConc,TA,864,Y,SBrkr,899,1,3,1,5,0,1,TA,WD,Normal,130000
RL,7535,1Story,5,1958,1985,TA,CBlock,TA,912,Y,SBrkr,912,1,2,1,5,0,1,TA,WD,Normal,120000
RM,1890,2Story,6,1973,1973,TA,CBlock,TA,672,Y,SBrkr,1218,1,3,1,7,0,1,TA,WD,Normal,113000
FV,9803,2Story,7,2005,2005,Gd,PConc,Gd,866,Y,SBrkr,1768,2,3,1,7,0,2,TA,WD,Normal,226700
RL,9170,1Story,5,1965,1965,TA,CBlock,TA,1214,Y,SBrkr,1214,1,2,1,6,0,2,Fa,WD,Normal,140000
RL,15602,1Story,7,1959,1997,TA,CBlock,TA,1501,Y,SBrkr,1801,2,1,1,6,2,2,TA,WD,Normal,289000
RL,2308,2Story,6,1974,1974,TA,CBlock,TA,855,Y,SBrkr,1322,2,3,1,6,1,2,TA,WD,Normal,147000
RM,7596,2Story,5,1952,1952,TA,CBlock,TA,960,Y,SBrkr,1960,2,4,2,10,0,2,TA,COD,Normal,124500
RL,9554,2Story,8,1993,1994,Gd,PConc,Gd,777,Y,SBrkr,1911,2,3,1,8,1,2,TA,WD,Normal,215000
FV,7862,1Story,6,2009,2009,Gd,PConc,Gd,1218,Y,SBrkr,1218,2,2,1,4,0,2,TA,New,Partial,208300
RM,9600,2Story,7,1928,2005,TA,BrkTil,TA,689,Y,SBrkr,1378,2,3,1,7,1,2,TA,WD,Normal,161000
RL,9600,1Story,5,1959,1959,TA,CBlock,TA,1041,Y,SBrkr,1041,1,3,1,6,0,1,TA,WD,Normal,124500
RL,14559,1Story,5,1951,2000,Gd,CBlock,TA,1008,Y,SBrkr,1363,1,2,1,6,2,1,TA,WD,Normal,164900
RL,6792,1Story,7,2005,2006,Gd,PConc,Gd,1368,Y,SBrkr,1368,2,2,1,6,1,2,TA,New,Partial,202665
RL,9100,1Story,5,1958,1958,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,0,2,TA,WD,Normal,129900
RL,9187,1Story,6,1983,1983,TA,PConc,TA,1084,Y,SBrkr,1080,1,3,1,5,0,2,TA,WD,Normal,134000
RL,10594,1.5Unf,5,1926,1950,TA,BrkTil,TA,768,N,SBrkr,789,1,2,1,5,0,1,Po,WD,Normal,96500
RL,12220,1Story,10,2009,2009,Ex,CBlock,Ex,2006,Y,SBrkr,2020,2,3,1,9,1,3,TA,New,Partial,402861
RL,10448,SLvl,6,1972,1972,TA,CBlock,TA,689,Y,SBrkr,2119,2,3,1,7,1,2,TA,COD,Abnorml,158000
RL,10208,2Story,7,1996,1997,Gd,PConc,Gd,1264,Y,SBrkr,2344,2,3,1,7,1,3,TA,WD,Normal,265000
RL,9531,2Story,6,1998,1998,TA,PConc,Gd,794,Y,SBrkr,1796,2,3,1,7,0,2,TA,WD,Normal,211000
RL,10918,2Story,7,1926,2004,Gd,BrkTil,Gd,1276,Y,SBrkr,2080,1,3,1,9,2,1,TA,WD,Normal,234000
RL,10800,2Story,4,1900,2000,TA,BrkTil,NA,0,N,FuseA,1294,2,3,2,7,0,0,NA,WD,Normal,106250
RL,11988,1Story,6,1957,1957,TA,CBlock,TA,1244,Y,FuseA,1244,1,3,1,6,2,1,TA,WD,Normal,150000
RM,5000,1.5Fin,6,1947,1950,TA,CBlock,TA,1004,Y,SBrkr,1664,2,3,1,7,2,2,TA,WD,Normal,159000
RL,40094,2Story,10,2007,2008,Ex,PConc,Ex,3138,Y,SBrkr,4676,3,3,1,11,1,3,TA,New,Partial,184750
RL,11787,2Story,7,1996,1997,Gd,PConc,Gd,1379,Y,SBrkr,2398,2,3,1,8,1,3,TA,WD,Normal,315750
FV,7500,1Story,7,2005,2005,Gd,PConc,Gd,1257,Y,SBrkr,1266,2,3,1,6,1,2,TA,WD,Normal,176000
RL,13300,1Story,5,1956,2000,TA,CBlock,Gd,928,Y,SBrkr,928,1,2,1,4,0,1,TA,WD,Normal,132000
RL,14948,2Story,9,2008,2008,Ex,PConc,Ex,1452,Y,SBrkr,2713,2,3,1,11,1,3,TA,New,Partial,446261
RL,9098,1Story,4,1920,2002,TA,BrkTil,TA,528,Y,SBrkr,605,1,2,1,5,0,0,NA,WD,Normal,86000
RL,32668,1Story,6,1957,1975,Gd,PConc,TA,2035,Y,SBrkr,2515,3,4,2,9,2,2,TA,WD,Alloca,200624
RL,10200,SLvl,6,1988,1989,Gd,CBlock,Gd,1461,Y,SBrkr,1509,2,3,1,5,1,2,TA,WD,Abnorml,175000
RM,6155,2Story,6,1920,1999,TA,BrkTil,Fa,611,Y,SBrkr,1362,2,3,1,6,0,2,Fa,WD,Normal,128000
RL,7200,1Story,5,1955,2007,TA,Slab,NA,0,Y,SBrkr,827,1,2,1,5,1,1,TA,WD,Normal,107500
RL,5000,1Story,1,1946,1950,Fa,Slab,NA,0,N,FuseF,334,1,1,1,2,0,0,NA,WD,Normal,39300
RL,9056,2Story,8,2004,2004,Gd,PConc,Ex,707,Y,SBrkr,1414,2,3,1,6,1,2,TA,WD,Normal,178000
RL,7000,2Story,5,1910,1991,TA,CBlock,Gd,1117,Y,SBrkr,1347,1,3,1,5,0,0,NA,WD,Normal,107500
RL,8924,2Story,7,1998,1999,TA,PConc,Gd,880,Y,SBrkr,1724,2,3,1,8,0,2,TA,WD,Normal,188000
RL,12735,1Story,4,1972,1972,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,0,2,TA,COD,Normal,111250
RL,11553,1Story,5,1968,1968,TA,CBlock,TA,1051,Y,SBrkr,1159,1,3,1,7,1,1,TA,WD,Normal,158000
RL,11423,1Story,8,2001,2002,Gd,PConc,Gd,1581,Y,SBrkr,1601,2,3,1,6,1,2,TA,WD,Normal,272000
RL,14601,1Story,9,2006,2006,Ex,PConc,Ex,1838,Y,SBrkr,1838,2,2,1,8,1,3,TA,WD,Normal,315000
RL,11000,2Story,8,2000,2000,Gd,PConc,Gd,969,Y,SBrkr,2285,2,4,1,8,1,3,TA,WD,Normal,248000
RL,10140,1Story,7,1998,1999,Gd,PConc,Ex,1650,Y,SBrkr,1680,2,3,1,7,1,2,TA,WD,Normal,213250
RH,4058,SFoyer,7,1998,1998,TA,PConc,Gd,723,Y,SBrkr,767,1,1,1,4,0,1,TA,WD,Normal,133000
RL,17104,2Story,7,2006,2006,Gd,PConc,Gd,654,Y,SBrkr,1496,2,3,1,7,1,2,TA,New,Partial,179665
RL,13837,1.5Fin,7,1988,1988,Gd,PConc,Gd,1204,Y,SBrkr,2183,2,4,1,9,0,3,TA,WD,Normal,229000
RL,8737,1.5Fin,6,1923,1950,TA,BrkTil,Gd,1065,Y,FuseA,1635,1,3,1,6,1,2,TA,WD,Normal,210000
RL,7244,SFoyer,5,1970,1970,TA,CBlock,Gd,768,Y,SBrkr,768,1,2,1,5,0,2,TA,WD,Normal,129500
RM,8235,1Story,5,1955,1995,TA,CBlock,TA,825,Y,SBrkr,825,1,2,1,4,0,2,TA,WD,Normal,125000
FV,9375,2Story,7,2003,2004,Gd,PConc,Gd,912,Y,SBrkr,2094,2,4,1,8,1,2,TA,WD,Normal,263000
RL,4043,1Story,6,1977,1977,TA,CBlock,Gd,1069,Y,SBrkr,1069,2,2,1,4,0,2,TA,COD,Abnorml,140000
RM,6000,1Story,5,1957,1957,TA,CBlock,TA,928,Y,FuseA,928,1,3,1,5,0,1,TA,WD,Normal,112500
RL,11146,1Story,8,2006,2006,Gd,PConc,Ex,1709,Y,SBrkr,1717,2,3,1,7,1,3,TA,WD,Normal,255500
RL,8777,1Story,4,1949,2003,TA,CBlock,NA,0,Y,SBrkr,1126,2,2,1,5,0,2,TA,WD,Normal,108000
RL,10625,2Story,7,2003,2004,Gd,PConc,Gd,998,Y,SBrkr,2046,2,3,1,8,1,3,TA,WD,Normal,284000
RM,6380,1.5Unf,5,1922,1950,TA,BrkTil,TA,993,Y,FuseA,1048,1,2,1,5,1,1,TA,WD,Normal,113000
RL,14850,1Story,5,1957,1957,TA,CBlock,TA,1092,Y,FuseA,1092,1,2,1,6,1,1,TA,WD,Normal,141000
C (all),11040,1.5Fin,4,1920,1950,TA,CBlock,TA,637,Y,SBrkr,1336,1,3,1,7,0,1,TA,COD,Normal,108000
RL,21872,2Story,7,1996,1997,TA,PConc,Gd,729,Y,SBrkr,1446,2,3,1,6,1,2,TA,WD,Normal,175000
RL,3196,1Story,7,2003,2004,Gd,PConc,Gd,1374,Y,SBrkr,1557,2,2,1,7,1,2,TA,WD,Normal,234000
RL,11341,1Story,5,1957,1996,TA,CBlock,Gd,1392,Y,SBrkr,1392,1,3,1,5,1,2,TA,WD,Normal,121500
RL,10010,1Story,5,1974,1975,TA,CBlock,Gd,1389,Y,SBrkr,1389,1,2,1,6,1,2,TA,WD,Normal,170000
RL,13907,1Story,5,1940,1969,TA,CBlock,TA,996,Y,SBrkr,996,1,3,1,6,1,0,NA,WD,Normal,108000
RL,21780,1.5Fin,6,1918,1950,TA,BrkTil,Gd,1163,Y,SBrkr,1674,2,4,1,8,1,2,TA,WD,Normal,185000
RL,13346,2Story,7,1992,2000,Gd,PConc,Gd,1095,Y,SBrkr,2295,2,4,1,9,1,2,TA,WD,Normal,268000
RL,6858,2Story,6,1915,1950,TA,PConc,Gd,806,N,FuseF,1647,1,4,1,6,0,1,TA,WD,Normal,128000
RL,11198,2Story,9,2005,2007,Gd,PConc,Gd,1122,Y,SBrkr,2504,2,4,1,11,1,3,TA,WD,Normal,325000
RL,10171,1Story,7,2004,2004,Gd,PConc,Gd,1517,Y,SBrkr,1535,2,3,1,7,0,2,TA,WD,Normal,214000
RL,12327,1.5Fin,8,1983,2009,Gd,CBlock,Gd,1496,Y,SBrkr,2132,1,1,1,5,1,2,TA,WD,Normal,316600
RL,7032,SFoyer,5,1979,1979,TA,CBlock,Gd,943,Y,SBrkr,943,1,2,1,4,2,2,TA,WD,Normal,135960
RL,13101,1Story,5,1965,1965,TA,CBlock,TA,1728,Y,SBrkr,1728,2,6,2,10,0,2,TA,WD,Normal,142600
RL,7332,1Story,6,1959,1959,TA,CBlock,TA,864,Y,SBrkr,864,1,2,1,4,0,1,TA,WD,Abnorml,120000
RL,13159,2Story,7,2009,2009,TA,PConc,Ex,846,Y,SBrkr,1692,2,3,1,6,0,2,TA,New,Partial,224500
RL,9967,SLvl,7,2000,2000,TA,PConc,Gd,384,Y,SBrkr,1430,2,3,1,8,1,2,TA,WD,Normal,170000
RL,10500,SLvl,5,1971,2005,TA,CBlock,TA,372,Y,SBrkr,1109,1,3,1,5,0,1,TA,WD,Normal,139000
RL,8480,1.5Fin,5,1947,1950,TA,CBlock,TA,832,Y,SBrkr,1216,1,2,1,6,0,1,TA,COD,Abnorml,118500
RL,6292,1.5Fin,7,1928,1950,TA,BrkTil,TA,861,Y,SBrkr,1477,2,3,1,6,1,1,TA,WD,Normal,145000
RL,11777,SLvl,5,1966,1966,TA,CBlock,TA,1164,Y,SBrkr,1320,1,3,1,6,2,2,TA,WD,Abnorml,164500
FV,3604,2Story,7,2007,2007,Gd,PConc,Gd,689,Y,SBrkr,1392,2,2,1,5,0,2,TA,WD,Abnorml,146000
RM,12150,1.5Fin,5,1954,1954,TA,BrkTil,TA,1050,N,FuseF,1795,2,4,1,7,0,1,TA,WD,Normal,131500
RL,14585,1Story,6,1960,1987,TA,CBlock,TA,1144,Y,SBrkr,1429,1,3,1,7,2,2,TA,WD,Normal,181900
RL,12704,1Story,8,2008,2009,Ex,PConc,Ex,2042,Y,SBrkr,2042,2,3,1,8,1,3,TA,New,Partial,253293
RL,11841,SFoyer,6,1990,1990,TA,CBlock,Gd,816,Y,SBrkr,816,1,3,1,5,0,0,NA,WD,Normal,118500
RM,13500,2.5Unf,10,1893,2000,Ex,BrkTil,TA,1237,Y,SBrkr,2775,3,3,1,9,1,2,TA,WD,Normal,325000
RM,6120,1.5Fin,4,1935,1995,TA,BrkTil,TA,884,Y,SBrkr,1573,1,3,1,6,0,1,TA,WD,Normal,133000
RL,11443,1Story,8,2005,2006,Gd,PConc,Ex,1868,Y,SBrkr,2028,2,2,1,7,2,3,TA,New,Partial,369900
RL,10267,1Story,6,1918,2000,TA,BrkTil,TA,816,Y,SBrkr,838,1,2,1,5,0,1,TA,WD,Normal,130000
RL,8740,SFoyer,5,1982,1982,TA,CBlock,TA,840,Y,SBrkr,860,1,2,1,4,0,2,TA,WD,Normal,137000
RL,25095,1Story,5,1968,2003,TA,CBlock,TA,1437,Y,SBrkr,1473,1,1,1,5,2,1,TA,WD,Partial,143000
RM,9100,1Story,5,1930,1960,TA,BrkTil,TA,742,Y,FuseA,935,1,2,1,4,0,1,TA,WD,Normal,79500
RL,8320,2Story,7,2004,2004,Gd,PConc,Gd,770,Y,SBrkr,1582,2,3,1,6,0,2,TA,WD,Normal,185900
RL,13478,2Story,10,2008,2008,Ex,PConc,Ex,1722,Y,SBrkr,2296,2,3,1,10,1,3,TA,ConLI,Normal,451950
RL,6600,1Story,5,1982,2003,TA,PConc,TA,816,Y,SBrkr,816,1,2,1,4,0,2,TA,WD,Normal,138000
RM,4435,1Story,6,2003,2003,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,4,0,2,TA,WD,Normal,140000
RL,7990,1Story,5,1975,1975,TA,CBlock,Gd,924,Y,SBrkr,924,1,3,1,5,0,1,TA,WD,Normal,110000
